Geo_FIPS,Geo_NAME,Geo_GEOID,Geo_AREALAND,Geo_AREAWATR,SE_T001_001,SE_T002_001,SE_T002_002,SE_T002_003,SE_T128_001,SE_T128_002,SE_T128_009,SE_T128_010,SE_T128_003,SE_T128_004,SE_T128_005,SE_T128_006,SE_T128_007,SE_T128_008,SE_T129_001,SE_T129_002,SE_T129_003,SE_T129_004,SE_T129_005,SE_T129_006,SE_T129_007,SE_T129_008,SE_T129_009,SE_T129_010
53033007600,"Census Tract 76, King County, Washington",14000US53033007600,571878,0,3871,3871,17531.44,0.22080334,2444,789,719,70,839,29,230,416,0,141,2444,2303,50,582,678,613,294,78,8,141
53033007700,"Census Tract 77, King County, Washington",14000US53033007700,1058325,0,5123,5123,12537.27,0.408621584,3177,1614,1303,311,926,0,121,222,0,294,3177,2883,166,673,780,813,262,176,13,294
53033007800,"Census Tract 78, King County, Washington",14000US53033007800,2114574,3212025,5641,5641,6909.251,0.816441621,3050,1874,1757,117,523,0,193,66,24,370,3050,2680,195,960,788,362,247,128,0,370
53033007900,"Census Tract 79, King County, Washington",14000US53033007900,698478,0,6216,6216,23049.21,0.269683875,3761,1566,1336,230,995,17,290,745,15,133,3761,3628,211,832,919,1008,473,183,2,133
53033008001,"Census Tract 80.01, King County, Washington",14000US53033008001,493763,546001,5967,5967,31299.35,0.190642968,4359,1885,1863,22,687,0,62,1280,33,412,4359,3947,403,825,973,956,700,90,0,412
53033008002,"Census Tract 80.02, King County, Washington",14000US53033008002,229060,0,3469,3469,39224.08,0.088440564,2045,652,562,90,313,0,90,752,10,228,2045,1817,149,601,399,397,172,66,33,228
53033008100,"Census Tract 81, King County, Washington",14000US53033008100,827795,368877,4435,4435,13876.14,0.31961345,2259,531,507,24,396,0,68,1103,0,161,2259,2098,335,961,284,282,144,76,16,161
53033008200,"Census Tract 82, King County, Washington",14000US53033008200,366705,0,3866,3866,27305.04,0.141585598,2402,784,661,123,436,18,14,1009,0,141,2402,2261,268,1020,293,252,238,143,47,141
53033008300,"Census Tract 83, King County, Washington",14000US53033008300,237446,0,2794,2794,30476.09,0.091678417,1984,523,462,61,346,9,8,965,6,127,1984,1857,165,622,453,231,238,101,47,127
53033008400,"Census Tract 84, King County, Washington",14000US53033008400,382615,0,4127,4127,27936.39,0.147728484,2948,641,513,128,954,0,120,1084,9,140,2948,2808,262,887,754,469,256,97,83,140
53033008500,"Census Tract 85, King County, Washington",14000US53033008500,474211,0,4311,4311,23545.29,0.183093899,1054,275,217,58,250,0,30,483,0,16,1054,1038,145,448,143,103,103,73,23,16
53033008600,"Census Tract 86, King County, Washington",14000US53033008600,711360,0,4890,4890,17803.98,0.274657643,2748,889,752,137,566,37,96,852,0,308,2748,2440,310,730,586,443,179,65,127,308
53033008700,"Census Tract 87, King County, Washington",14000US53033008700,732388,0,4440,4440,15701.44,0.2827766,2885,1355,1158,197,601,23,296,455,17,138,2885,2747,204,890,777,550,187,122,17,138
53033008800,"Census Tract 88, King County, Washington",14000US53033008800,948580,0,3867,3867,10558.4,0.366248801,2476,1013,949,64,766,0,136,391,0,170,2476,2306,153,649,570,533,275,95,31,170
53033008900,"Census Tract 89, King County, Washington",14000US53033008900,1280326,1636171,4686,4686,9479.37,0.494336653,2626,1945,1672,273,321,55,164,39,0,102,2626,2524,212,872,571,696,81,69,23,102
53033009000,"Census Tract 90, King County, Washington",14000US53033009000,820730,0,3478,3478,10975.57,0.316885638,1837,997,866,131,467,0,51,197,0,125,1837,1712,98,390,475,404,264,62,19,125
53033009100,"Census Tract 91, King County, Washington",14000US53033009100,418836,0,2693,2693,16652.91,0.161713491,1508,235,205,30,703,6,18,499,3,44,1508,1464,158,537,340,262,137,30,0,44
53033009200,"Census Tract 92, King County, Washington",14000US53033009200,330171,154864,2637,2637,20685.64,0.127479741,1300,343,309,34,430,0,29,388,0,110,1300,1190,143,394,198,239,174,34,8,110
53033009300,"Census Tract 93, King County, Washington",14000US53033009300,9429062,719984,2832,2832,777.8978,3.640581346,1707,829,664,165,445,14,37,101,21,260,1707,1447,105,445,298,336,140,58,65,260
53033009400,"Census Tract 94, King County, Washington",14000US53033009400,1723077,0,5824,5824,8754.159,0.665283777,3246,1711,1400,311,754,48,212,236,103,182,3246,3064,233,1051,811,486,385,84,14,182
53033009500,"Census Tract 95, King County, Washington",14000US53033009500,2596039,2909196,6301,6301,6286.313,1.002336304,3135,2133,1835,298,559,16,70,44,74,239,3135,2896,196,881,764,385,329,260,81,239
53033009600,"Census Tract 96, King County, Washington",14000US53033009600,1936670,1354203,5342,5342,7144.075,0.747752499,2955,2210,1900,310,361,12,79,66,24,203,2955,2752,211,776,768,554,263,170,10,203
53033009701,"Census Tract 97.01, King County, Washington",14000US53033009701,1857984,1610494,5751,5751,8016.765,0.717371663,3324,2296,1945,351,491,30,35,150,119,203,3324,3121,268,442,797,721,593,242,58,203
53033009702,"Census Tract 97.02, King County, Washington",14000US53033009702,2219066,0,5626,5626,6566.399,0.856786209,3118,2194,1953,241,491,30,60,56,13,274,3118,2844,349,343,703,868,376,170,35,274
53033009800,"Census Tract 98, King County, Washington",14000US53033009800,1930639,0,6902,6902,9259.161,0.745423917,3605,2642,2262,380,458,0,69,125,42,269,3605,3336,92,709,816,699,796,196,28,269
53033009900,"Census Tract 99, King County, Washington",14000US53033009900,6566273,2286606,5054,5054,1993.49,2.535252287,3270,2111,1876,235,758,0,167,64,0,170,3270,3100,311,716,840,762,191,259,21,170
53033010001,"Census Tract 100.01, King County, Washington",14000US53033010001,2253835,60359,4207,4207,4834.462,0.870210596,2036,1339,1083,256,413,0,80,30,24,150,2036,1886,134,449,505,416,167,134,81,150
53033010002,"Census Tract 100.02, King County, Washington",14000US53033010002,948258,0,4763,4763,13009.24,0.366124476,3008,1798,1510,288,953,8,78,82,8,81,3008,2927,226,937,552,602,415,186,9,81
53033010100,"Census Tract 101, King County, Washington",14000US53033010100,2509594,1534926,6756,6756,6972.426,0.968959702,3500,2665,2315,350,472,0,55,129,42,137,3500,3363,190,620,862,780,554,204,153,137
53033010200,"Census Tract 102, King County, Washington",14000US53033010200,2781085,1399183,4569,4569,4255.05,1.073782967,2528,1856,1663,193,314,30,37,50,12,229,2528,2299,136,278,631,605,456,156,37,229
53033010300,"Census Tract 103, King County, Washington",14000US53033010300,1660245,0,6371,6371,9938.782,0.641024206,3395,2234,1795,439,575,52,124,232,104,74,3395,3321,289,786,803,608,672,145,18,74
53033010401,"Census Tract 104.01, King County, Washington",14000US53033010401,1616864,0,4711,4711,7546.357,0.624274707,2268,1631,1414,217,402,18,38,52,11,116,2268,2152,60,569,611,521,246,134,11,116
53033010402,"Census Tract 104.02, King County, Washington",14000US53033010402,1798894,0,5218,5218,7512.704,0.694556886,2870,2130,1732,398,545,26,39,91,0,39,2870,2831,130,763,756,617,380,170,15,39
53033010500,"Census Tract 105, King County, Washington",14000US53033010500,1717929,0,6631,6631,9997.043,0.663296123,3922,2589,2243,346,790,0,88,241,63,151,3922,3771,289,654,913,1105,625,147,38,151
53033010600,"Census Tract 106, King County, Washington",14000US53033010600,2594296,817141,8079,8079,8065.584,1.001663328,4558,3059,2798,261,796,54,46,138,31,434,4558,4124,353,763,922,836,876,303,71,434
53033010701,"Census Tract 107.01, King County, Washington",14000US53033010701,1452792,3664,3700,3700,6596.234,0.560926151,1691,996,795,201,404,31,20,98,41,101,1691,1590,88,341,343,349,331,89,49,101
53033010702,"Census Tract 107.02, King County, Washington",14000US53033010702,784716,0,4393,4393,14499.28,0.302980554,1605,998,796,202,282,12,7,95,0,211,1605,1394,104,267,258,349,275,70,71,211
53033010800,"Census Tract 108, King County, Washington",14000US53033010800,4093693,330621,4670,4670,2954.604,1.580583771,2480,1824,1509,315,312,8,70,47,34,185,2480,2295,190,550,542,462,322,158,71,185
53033010900,"Census Tract 109, King County, Washington",14000US53033010900,4789752,272921,1055,1055,570.4758,1.849333665,725,404,358,46,189,5,29,55,0,43,725,682,86,154,111,208,60,33,30,43
53033011001,"Census Tract 110.01, King County, Washington",14000US53033011001,1070772,0,4932,4932,11929.54,0.413427398,1737,1286,1018,268,357,10,0,24,0,60,1737,1677,13,505,371,418,220,113,37,60
53033011002,"Census Tract 110.02, King County, Washington",14000US53033011002,1676105,0,4722,4722,7296.633,0.647147786,2074,1358,1091,267,586,0,13,14,22,81,2074,1993,74,418,505,442,321,200,33,81
53033011101,"Census Tract 111.01, King County, Washington",14000US53033011101,1150364,0,5096,5096,11473.39,0.444158042,2514,1691,1488,203,569,0,22,44,83,105,2514,2409,152,497,573,511,519,98,59,105
53033011102,"Census Tract 111.02, King County, Washington",14000US53033011102,1297471,1636998,4681,4681,9344.127,0.500956375,2345,1729,1330,399,382,0,47,59,9,119,2345,2226,194,409,471,508,466,118,60,119
53033011200,"Census Tract 112, King County, Washington",14000US53033011200,2766126,227061,4174,4174,3908.213,1.068007265,1785,1185,971,214,405,41,29,61,0,64,1785,1721,165,470,355,299,222,180,30,64
53033011300,"Census Tract 113, King County, Washington",14000US53033011300,3157555,42220,6969,6969,5716.33,1.219138853,3617,2752,2239,513,624,24,0,42,19,156,3617,3461,150,926,692,1038,355,141,159,156
53033011401,"Census Tract 114.01, King County, Washington",14000US53033011401,1233153,0,4041,4041,8487.302,0.476123055,2467,1774,1467,307,498,17,22,8,8,140,2467,2327,170,574,698,481,336,60,8,140
53033011402,"Census Tract 114.02, King County, Washington",14000US53033011402,1186185,0,4405,4405,9618.144,0.457988608,2081,1637,1348,289,287,0,14,101,0,42,2081,2039,181,362,601,335,392,111,57,42
53033011500,"Census Tract 115, King County, Washington",14000US53033011500,1538373,0,4252,4252,7158.621,0.593969161,2536,1906,1673,233,446,10,22,17,15,120,2536,2416,171,432,458,523,619,168,45,120
53033011600,"Census Tract 116, King County, Washington",14000US53033011600,3109902,971211,6570,6570,5471.626,1.200739926,3809,2825,2571,254,532,14,66,61,14,297,3809,3512,168,704,752,779,713,303,93,297
53033011700,"Census Tract 117, King County, Washington",14000US53033011700,3506091,0,5456,5456,4030.407,1.353709361,2565,1785,1470,315,578,0,8,91,64,39,2565,2526,238,555,455,654,422,131,71,39
53033011800,"Census Tract 118, King County, Washington",14000US53033011800,2301120,2269206,8010,8010,9015.524,0.888467437,2951,2282,2016,266,615,0,0,0,16,38,2951,2913,0,652,645,766,646,139,65,38
53033011900,"Census Tract 119, King County, Washington",14000US53033011900,3175666,1320016,7428,7428,6058.078,1.22613155,3786,2858,2160,698,669,33,0,0,125,101,3786,3685,75,909,625,708,749,449,170,101
53033012000,"Census Tract 120, King County, Washington",14000US53033012000,1447511,0,3474,3474,6215.924,0.558887145,2008,1490,1357,133,291,0,0,37,0,190,2008,1818,92,464,303,356,356,150,97,190
53033012100,"Census Tract 121, King County, Washington",14000US53033012100,1721295,1399504,2853,2853,4292.835,0.664595743,1569,1256,1153,103,127,15,0,0,34,137,1569,1432,120,384,373,221,268,59,7,137
53033020100,"Census Tract 201, King County, Washington",14000US53033020100,1772600,684792,3127,3127,4568.934,0.684404715,1450,1135,1064,71,132,0,10,18,0,155,1450,1295,44,233,177,393,374,67,7,155
53033020200,"Census Tract 202, King County, Washington",14000US53033020200,2592032,0,5536,5536,5531.634,1.000789193,2546,2084,2025,59,276,11,0,22,0,153,2546,2393,263,302,311,835,524,144,14,153
53033020300,"Census Tract 203, King County, Washington",14000US53033020300,2566042,36451,6823,6823,6886.671,0.990754397,3487,2368,2174,194,621,0,114,82,53,249,3487,3238,325,392,705,815,658,322,21,249
53033020401,"Census Tract 204.01, King County, Washington",14000US53033020401,2313206,0,3525,3525,3946.777,0.893133868,1879,1498,1352,146,199,7,8,46,0,121,1879,1758,87,358,526,369,292,119,7,121
53033020402,"Census Tract 204.02, King County, Washington",14000US53033020402,2786012,0,5600,5600,5205.983,1.075685293,2749,2266,1793,473,368,0,25,0,0,90,2749,2659,102,361,484,895,610,174,33,90
53033020500,"Census Tract 205, King County, Washington",14000US53033020500,2722044,0,6119,6119,5822.146,1.050987109,3404,2763,2216,547,453,0,55,50,0,83,3404,3321,207,632,608,846,677,213,138,83
53033020600,"Census Tract 206, King County, Washington",14000US53033020600,1974729,0,3612,3612,4737.377,0.762447162,1793,1372,1209,163,244,0,8,51,6,112,1793,1681,120,451,286,445,222,69,88,112
53033020700,"Census Tract 207, King County, Washington",14000US53033020700,1711193,0,3702,3702,5603.188,0.660695339,1945,1333,1152,181,398,4,0,48,35,127,1945,1818,112,443,256,346,445,186,30,127
53033020800,"Census Tract 208, King County, Washington",14000US53033020800,3160164,644499,4225,4225,3462.7,1.220146194,1986,1489,1267,222,230,0,25,24,5,213,1986,1773,137,285,353,519,353,126,0,213
53033020900,"Census Tract 209, King County, Washington",14000US53033020900,4775453,645484,3682,3682,1996.949,1.84381279,1906,1330,1165,165,280,0,9,178,11,98,1906,1808,253,288,357,276,544,67,23,98
53033021000,"Census Tract 210, King County, Washington",14000US53033021000,2618870,5753,5686,5686,5623.292,1.011151403,3094,2388,1893,495,373,0,65,67,18,183,3094,2911,252,603,786,673,324,215,58,183
53033021100,"Census Tract 211, King County, Washington",14000US53033021100,2619718,0,4531,4531,4479.58,1.011478818,2300,1725,1280,445,351,0,18,18,29,159,2300,2141,72,427,471,825,182,151,13,159
53033021300,"Census Tract 213, King County, Washington",14000US53033021300,1811833,1189300,4026,4026,5755.106,0.699552662,2087,1553,1371,182,236,0,53,65,27,153,2087,1934,254,248,517,518,229,147,21,153
53033021400,"Census Tract 214, King County, Washington",14000US53033021400,3154037,242662,4109,4109,3374.171,1.217780546,1886,1371,1173,198,221,0,12,0,19,263,1886,1623,167,282,369,365,322,102,16,263
53033021500,"Census Tract 215, King County, Washington",14000US53033021500,3485702,412518,4516,4516,3355.532,1.345837124,2455,1968,1787,181,210,0,29,8,51,189,2455,2266,85,514,467,494,570,110,26,189
53033021600,"Census Tract 216, King County, Washington",14000US53033021600,2855710,143532,4911,4911,4454.035,1.102595842,2509,1963,1780,183,149,0,8,15,16,358,2509,2151,93,361,443,559,512,139,44,358
53033021700,"Census Tract 217, King County, Washington",14000US53033021700,5665993,0,8618,8618,3939.383,2.187652221,4216,3338,2831,507,471,34,0,19,46,308,4216,3908,163,672,824,886,745,490,128,308
53033021802,"Census Tract 218.02, King County, Washington",14000US53033021802,4904123,0,5495,5495,2902.045,1.893492557,2918,2495,2224,271,137,0,50,0,0,236,2918,2682,313,651,538,546,358,226,50,236
53033021803,"Census Tract 218.03, King County, Washington",14000US53033021803,3280334,0,4694,4694,3706.148,1.266544092,2312,1844,1577,267,174,25,15,33,0,221,2312,2091,322,430,468,366,417,88,0,221
53033021804,"Census Tract 218.04, King County, Washington",14000US53033021804,3067767,0,4684,4684,3954.506,1.184471511,2242,1830,1618,212,132,0,0,52,9,219,2242,2023,216,539,514,260,418,58,18,219
53033021903,"Census Tract 219.03, King County, Washington",14000US53033021903,3133850,10680,5787,5787,4782.699,1.209986301,2816,2335,2023,312,293,0,0,36,0,152,2816,2664,110,680,720,651,252,209,42,152
53033021904,"Census Tract 219.04, King County, Washington",14000US53033021904,3404550,0,4993,4993,3798.39,1.31450416,2740,2251,1947,304,263,13,0,39,86,88,2740,2652,243,540,731,516,436,161,25,88
53033021905,"Census Tract 219.05, King County, Washington",14000US53033021905,2683360,0,5501,5501,5309.583,1.036051132,3231,2620,2298,322,339,0,3,57,0,212,3231,3019,286,686,863,429,456,235,64,212
53033021906,"Census Tract 219.06, King County, Washington",14000US53033021906,3816083,4544,4132,4132,2804.402,1.473397946,2110,1841,1550,291,100,0,7,13,32,117,2110,1993,146,459,438,631,182,129,8,117
53033022001,"Census Tract 220.01, King County, Washington",14000US53033022001,4394633,0,5009,5009,2952.067,1.69677736,2433,2224,1936,288,79,0,13,56,0,61,2433,2372,71,609,472,697,360,163,0,61
53033022003,"Census Tract 220.03, King County, Washington",14000US53033022003,2318497,0,5038,5038,5627.939,0.895176734,2726,2198,1900,298,268,52,29,52,0,127,2726,2599,182,474,630,619,489,171,34,127
53033022005,"Census Tract 220.05, King County, Washington",14000US53033022005,2420124,0,4891,4891,5234.29,0.93441514,3089,2539,2282,257,352,0,22,64,0,112,3089,2977,158,835,720,632,400,214,18,112
53033022006,"Census Tract 220.06, King County, Washington",14000US53033022006,1408907,0,3744,3744,6882.58,0.543982057,1964,1714,1489,225,151,10,0,0,10,79,1964,1885,161,432,489,441,199,153,10,79
53033022101,"Census Tract 221.01, King County, Washington",14000US53033022101,3662797,1581554,4740,4740,3351.685,1.414213888,2302,1803,1565,238,200,18,48,12,23,198,2302,2104,50,275,413,671,491,183,21,198
53033022102,"Census Tract 221.02, King County, Washington",14000US53033022102,4646226,0,6331,6331,3529.147,1.793917964,2963,2664,2409,255,171,0,0,0,22,106,2963,2857,58,492,622,944,563,155,23,106
53033022201,"Census Tract 222.01, King County, Washington",14000US53033022201,2290376,0,4483,4483,5069.437,0.884319155,2367,1838,1634,204,303,16,0,28,0,182,2367,2185,157,446,511,420,473,160,18,182
53033022202,"Census Tract 222.02, King County, Washington",14000US53033022202,2613884,0,7814,7814,7742.565,1.009226298,4589,3577,3254,323,447,68,31,121,0,345,4589,4244,316,884,1255,666,709,297,117,345
53033022203,"Census Tract 222.03, King County, Washington",14000US53033022203,3205513,619554,5030,5030,4064.136,1.237655541,2678,2303,2086,217,207,0,0,33,17,118,2678,2560,109,564,586,640,504,148,9,118
53033022300,"Census Tract 223, King County, Washington",14000US53033022300,5180190,3747695,2603,2603,1301.446,2.000082626,1302,983,899,84,96,8,16,28,9,162,1302,1140,82,249,194,245,213,157,0,162
53033022400,"Census Tract 224, King County, Washington",14000US53033022400,4644860,3758058,8832,8832,4924.75,1.793390549,4702,3645,3332,313,295,16,25,189,75,457,4702,4245,466,1261,1169,726,433,144,46,457
53033022500,"Census Tract 225, King County, Washington",14000US53033022500,3774561,188853,7290,7290,5002.174,1.457366212,3984,3053,2859,194,453,13,0,67,53,345,3984,3639,302,1179,947,716,348,99,48,345
53033022603,"Census Tract 226.03, King County, Washington",14000US53033022603,2896820,12563,5627,5627,5030.986,1.118468503,3090,2599,2213,386,203,11,35,15,36,191,3090,2899,146,665,958,478,441,138,73,191
53033022604,"Census Tract 226.04, King County, Washington",14000US53033022604,2955131,0,4532,4532,3972.015,1.140982506,2393,2000,1885,115,186,4,6,29,22,146,2393,2247,181,927,482,319,221,93,24,146
53033022605,"Census Tract 226.05, King County, Washington",14000US53033022605,4727320,0,6162,6162,3376.016,1.825228534,3354,2908,2491,417,256,0,13,114,17,46,3354,3308,250,1312,860,611,171,87,17,46
53033022606,"Census Tract 226.06, King County, Washington",14000US53033022606,2757465,27137,5981,5981,5617.739,1.064663234,3172,2688,2411,277,167,0,65,70,39,143,3172,3029,201,1232,670,484,387,55,0,143
53033022701,"Census Tract 227.01, King County, Washington",14000US53033022701,1658813,463268,2506,2506,3912.744,0.640471307,1347,1010,962,48,119,8,8,28,18,156,1347,1191,170,506,248,189,29,49,0,156
53033022702,"Census Tract 227.02, King County, Washington",14000US53033022702,2450337,0,3827,3827,4045.111,0.946080445,1873,1322,1274,48,164,0,13,179,3,192,1873,1681,363,529,329,339,102,18,1,192
53033022703,"Census Tract 227.03, King County, Washington",14000US53033022703,4207715,0,2273,2273,1399.107,1.624607913,1143,893,815,78,84,2,25,23,0,116,1143,1027,85,418,205,167,106,18,28,116
53033022801,"Census Tract 228.01, King County, Washington",14000US53033022801,4865268,0,8374,8374,4457.834,1.878490557,4554,3248,2703,545,799,0,26,333,10,138,4554,4416,554,1827,708,606,585,54,82,138
53033022802,"Census Tract 228.02, King County, Washington",14000US53033022802,2657468,0,4772,4772,4650.827,1.026054175,2363,1832,1590,242,232,0,36,17,0,246,2363,2117,252,780,440,339,217,80,9,246
53033022803,"Census Tract 228.03, King County, Washington",14000US53033022803,4772689,0,5362,5362,2909.789,1.842745603,2800,1917,1765,152,505,0,19,314,0,45,2800,2755,857,874,379,348,180,67,50,45
53033022901,"Census Tract 229.01, King County, Washington",14000US53033022901,1484063,0,2918,2918,5092.496,0.572999952,1352,1069,951,118,106,0,28,19,30,100,1352,1252,187,465,248,200,133,19,0,100
53033022902,"Census Tract 229.02, King County, Washington",14000US53033022902,3427199,1688812,6492,6492,4906.106,1.323248988,2955,2531,2279,252,78,34,35,73,15,189,2955,2766,498,1089,473,298,300,93,15,189
53033023000,"Census Tract 230, King County, Washington",14000US53033023000,3286160,2508903,5000,5000,3940.751,1.268793523,2492,2005,1860,145,216,8,0,23,0,240,2492,2252,150,792,620,408,199,69,14,240
53033023100,"Census Tract 231, King County, Washington",14000US53033023100,2531810,2665265,4032,4032,4124.65,0.977537348,1934,1507,1295,212,220,8,27,72,0,100,1934,1834,150,637,475,274,211,53,34,100
53033023201,"Census Tract 232.01, King County, Washington",14000US53033023201,1589789,0,6449,6449,10506.32,0.613820991,3613,2284,1823,461,1054,0,0,142,0,133,3613,3480,449,1452,471,505,352,186,65,133
53033023202,"Census Tract 232.02, King County, Washington",14000US53033023202,1470662,0,4698,4698,8273.664,0.567825797,2379,1794,1579,215,306,0,5,169,10,95,2379,2284,172,857,531,474,155,78,17,95
53033023300,"Census Tract 233, King County, Washington",14000US53033023300,3589676,248744,6306,6306,4549.844,1.385981711,3239,2550,2266,284,407,0,0,91,16,175,3239,3064,203,1102,676,628,322,133,0,175
53033023401,"Census Tract 234.01, King County, Washington",14000US53033023401,3740203,0,3550,3550,2458.278,1.444100513,1712,1447,1283,164,149,0,25,33,0,58,1712,1654,120,711,367,223,182,37,14,58
53033023403,"Census Tract 234.03, King County, Washington",14000US53033023403,3308890,1972210,4173,4173,3266.358,1.277569626,1935,1589,1407,182,167,31,0,32,0,116,1935,1819,137,748,333,391,192,18,0,116
53033023404,"Census Tract 234.04, King County, Washington",14000US53033023404,1793702,1870257,3308,3308,4776.535,0.692552243,1926,1632,1507,125,113,7,10,16,11,137,1926,1789,115,398,594,393,220,58,11,137
53033023500,"Census Tract 235, King County, Washington",14000US53033023500,2273132,0,3672,3672,4183.847,0.877661209,1691,1426,1301,125,106,6,12,41,0,100,1691,1591,190,576,281,352,145,23,24,100
53033023601,"Census Tract 236.01, King County, Washington",14000US53033023601,4602566,0,3854,3854,2168.75,1.777060743,2016,1615,1525,90,217,3,13,53,9,106,2016,1910,264,641,539,220,222,24,0,106
53033023603,"Census Tract 236.03, King County, Washington",14000US53033023603,2028190,0,6278,6278,8016.973,0.78308857,3459,2356,2090,266,702,0,0,95,62,244,3459,3215,457,1081,646,667,242,122,0,244
53033023604,"Census Tract 236.04, King County, Washington",14000US53033023604,2940216,0,6241,6241,5497.594,1.135223793,3176,2325,2071,254,533,38,36,43,64,137,3176,3039,517,921,877,399,187,125,13,137
53033023700,"Census Tract 237, King County, Washington",14000US53033023700,7530638,18305,4204,4204,1445.868,2.907595711,2267,1826,1645,181,239,22,0,45,0,135,2267,2132,197,861,484,443,88,58,1,135
53033023801,"Census Tract 238.01, King County, Washington",14000US53033023801,3723442,0,2232,2232,1552.556,1.437629055,1287,958,785,173,102,0,0,97,17,113,1287,1174,122,581,213,138,84,17,19,113
53033023803,"Census Tract 238.03, King County, Washington",14000US53033023803,563963,0,5036,5036,23127.72,0.217747341,2603,1349,1277,72,339,0,0,721,0,194,2603,2409,258,1377,270,137,231,119,17,194
53033023804,"Census Tract 238.04, King County, Washington",14000US53033023804,1220954,0,6161,6161,13069.22,0.471412995,4003,2454,2141,313,287,0,0,703,60,499,4003,3504,805,1325,741,451,102,66,14,499
53033023900,"Census Tract 239, King County, Washington",14000US53033023900,4649863,4222583,7013,7013,3906.263,1.795322218,3253,2090,1966,124,404,0,18,396,30,315,3253,2938,294,1256,612,521,165,73,17,315
53033024000,"Census Tract 240, King County, Washington",14000US53033024000,4669788,239079,7880,7880,4370.457,1.803015304,3694,2689,2456,233,314,0,0,311,60,320,3694,3374,569,1385,556,491,194,177,2,320
53033024100,"Census Tract 241, King County, Washington",14000US53033024100,4432887,1658184,4830,4830,2822.008,1.711547312,1983,1643,1550,93,99,11,0,38,19,173,1983,1810,258,801,460,195,56,25,15,173
53033024200,"Census Tract 242, King County, Washington",14000US53033024200,3706733,11129640,3115,3115,2176.529,1.431177673,1043,929,841,88,39,0,0,11,13,51,1043,992,65,477,240,139,54,5,12,51
53033024300,"Census Tract 243, King County, Washington",14000US53033024300,4071795,9463811,8164,8164,5192.958,1.572128906,3623,2946,2710,236,343,14,15,109,17,179,3623,3444,417,1244,1018,536,175,22,32,179
53033024400,"Census Tract 244, King County, Washington",14000US53033024400,1627672,660948,2611,2611,4154.682,0.628447699,1217,955,829,126,136,0,0,24,44,58,1217,1159,109,397,358,177,81,28,9,58
53033024500,"Census Tract 245, King County, Washington",14000US53033024500,3785637,2227321,5003,5003,3422.861,1.461642679,2280,1613,1491,122,143,0,32,34,18,440,2280,1840,170,597,487,314,173,29,70,440
53033024601,"Census Tract 246.01, King County, Washington",14000US53033024601,4016906,2661746,4588,4588,2958.213,1.550936143,1835,1474,1336,138,73,0,38,9,32,209,1835,1626,127,413,620,273,176,7,10,209
53033024602,"Census Tract 246.02, King County, Washington",14000US53033024602,2868432,2569219,3754,3754,3389.592,1.107507834,1473,1194,1062,132,74,0,10,0,8,187,1473,1286,15,286,357,361,259,0,8,187
53033024701,"Census Tract 247.01, King County, Washington",14000US53033024701,2739207,0,3866,3866,3655.399,1.05761378,1933,1582,1426,156,168,12,0,11,11,149,1933,1784,70,549,517,320,243,33,52,149
53033024702,"Census Tract 247.02, King County, Washington",14000US53033024702,6392898,797574,7791,7791,3156.408,2.468311822,4016,3435,3063,372,252,0,53,47,19,210,4016,3806,125,1009,1290,752,478,88,64,210
53033024800,"Census Tract 248, King County, Washington",14000US53033024800,3775702,0,5666,5666,3886.661,1.457806754,2688,2171,1962,209,291,0,10,61,0,155,2688,2533,314,916,701,494,63,34,11,155
53033024901,"Census Tract 249.01, King County, Washington",14000US53033024901,3183749,0,5063,5063,4118.764,1.229252414,2152,1642,1458,184,182,7,0,0,5,316,2152,1836,100,402,724,307,186,80,37,316
53033024902,"Census Tract 249.02, King County, Washington",14000US53033024902,2029984,0,3769,3769,4808.74,0.783781238,1898,1644,1426,218,98,0,0,0,0,156,1898,1742,95,456,417,405,240,108,21,156
53033024903,"Census Tract 249.03, King County, Washington",14000US53033024903,4963596,0,6980,6980,3642.141,1.916455211,3444,2843,2418,425,282,0,0,12,19,288,3444,3156,44,817,890,573,603,132,97,288
53033025001,"Census Tract 250.01, King County, Washington",14000US53033025001,3531217,28798,4786,4786,3510.315,1.363410564,2495,2062,1872,190,163,14,0,18,0,238,2495,2257,181,607,595,502,304,61,7,238
53033025003,"Census Tract 250.03, King County, Washington",14000US53033025003,6352436,0,6979,6979,2845.448,2.452689356,3254,2830,2509,321,180,14,12,14,53,151,3254,3103,166,738,843,718,415,144,79,151
53033025005,"Census Tract 250.05, King County, Washington",14000US53033025005,7684826,0,4696,4696,1582.675,2.967128033,2439,2188,2071,117,89,8,23,24,22,85,2439,2354,111,447,751,585,410,44,6,85
53033025006,"Census Tract 250.06, King County, Washington",14000US53033025006,22393618,0,6008,6008,694.8698,8.646224616,3190,2735,2340,395,119,0,21,0,0,315,3190,2875,254,569,818,657,401,148,28,315
53033025101,"Census Tract 251.01, King County, Washington",14000US53033025101,2935513,0,5584,5584,4926.734,1.133407954,2797,2561,2186,375,70,0,0,51,14,101,2797,2696,147,288,610,949,616,72,14,101
53033025102,"Census Tract 251.02, King County, Washington",14000US53033025102,6232169,0,7729,7729,3212.047,2.406254006,3899,3449,3165,284,209,0,0,70,14,157,3899,3742,121,680,1026,772,789,299,55,157
