Geo_FIPS,Geo_NAME,Geo_GEOID,Geo_AREALAND,Geo_AREAWATR,SE_T001_001,SE_T002_001,SE_T002_002,SE_T002_003,SE_T128_001,SE_T128_002,SE_T128_009,SE_T128_010,SE_T128_003,SE_T128_004,SE_T128_005,SE_T128_006,SE_T128_007,SE_T128_008,SE_T129_001,SE_T129_002,SE_T129_003,SE_T129_004,SE_T129_005,SE_T129_006,SE_T129_007,SE_T129_008,SE_T129_009,SE_T129_010
53033025200,"Census Tract 252, King County, Washington",14000US53033025200,4544252,0,8098,8098,4615.44,1.754545581,4265,3576,3068,508,246,0,0,31,65,347,4265,3918,245,878,1093,813,722,135,32,347
53033025301,"Census Tract 253.01, King County, Washington",14000US53033025301,3821608,2029946,5691,5691,3856.916,1.475531161,3413,2942,2702,240,148,0,35,98,0,190,3413,3223,146,974,583,845,545,100,30,190
53033025302,"Census Tract 253.02, King County, Washington",14000US53033025302,3972686,2424838,5263,5263,3431.207,1.533862705,2506,1726,1395,331,568,14,34,89,13,62,2506,2444,102,697,298,509,497,260,81,62
53033025400,"Census Tract 254, King County, Washington",14000US53033025400,2300848,0,7245,7245,8155.455,0.888362417,3946,3309,2775,534,466,51,0,63,0,57,3946,3889,444,706,913,904,525,335,62,57
53033025500,"Census Tract 255, King County, Washington",14000US53033025500,1524600,0,5020,5020,8527.968,0.588651376,2835,2556,2118,438,157,0,0,39,17,66,2835,2769,167,623,595,721,393,238,32,66
53033025601,"Census Tract 256.01, King County, Washington",14000US53033025601,2894103,0,5113,5113,4575.721,1.117419463,2825,2459,2108,351,201,10,25,14,32,84,2825,2741,140,485,713,598,477,277,51,84
53033025602,"Census Tract 256.02, King County, Washington",14000US53033025602,5204940,0,6470,6470,3219.484,2.009638655,3366,2956,2510,446,134,11,7,69,0,189,3366,3177,141,519,864,892,550,166,45,189
53033025701,"Census Tract 257.01, King County, Washington",14000US53033025701,3780704,0,5387,5387,3690.388,1.459738037,2931,2693,2432,261,159,16,0,0,14,49,2931,2882,365,469,711,630,513,107,87,49
53033025702,"Census Tract 257.02, King County, Washington",14000US53033025702,2852893,0,3593,3593,3261.891,1.101508192,1769,1615,1493,122,48,0,0,9,7,90,1769,1679,80,196,507,471,327,79,19,90
53033025803,"Census Tract 258.03, King County, Washington",14000US53033025803,1343482,0,5039,5039,9714.271,0.518721322,2330,2092,1608,484,159,0,0,0,0,79,2330,2251,114,536,441,360,364,305,131,79
53033025804,"Census Tract 258.04, King County, Washington",14000US53033025804,2358347,0,3840,3840,4217.171,0.910562906,1965,1653,1358,295,117,9,11,26,33,116,1965,1849,76,475,404,434,285,139,36,116
53033025805,"Census Tract 258.05, King County, Washington",14000US53033025805,2392257,35493,5248,5248,5681.771,0.923655631,2543,2104,1703,401,216,0,0,59,18,146,2543,2397,205,689,423,561,219,209,91,146
53033025806,"Census Tract 258.06, King County, Washington",14000US53033025806,2934558,150285,4811,4811,4246.102,1.133039226,2406,1981,1436,545,247,0,0,16,0,162,2406,2244,150,595,286,548,423,228,14,162
53033026001,"Census Tract 260.01, King County, Washington",14000US53033026001,2747927,0,5755,5755,5424.228,1.060980591,2822,2513,1880,633,194,27,0,0,0,88,2822,2734,115,531,909,682,343,134,20,88
53033026002,"Census Tract 260.02, King County, Washington",14000US53033026002,2767309,1607,8967,8967,8392.421,1.068464024,4345,3378,2820,558,535,30,0,256,73,73,4345,4272,271,927,1048,1100,578,221,127,73
53033026100,"Census Tract 261, King County, Washington",14000US53033026100,4302988,9859,6552,6552,3943.678,1.661393026,2880,2568,2177,391,172,0,0,11,50,79,2880,2801,22,869,677,495,397,287,54,79
53033026200,"Census Tract 262, King County, Washington",14000US53033026200,15241096,526900,5645,5645,959.2802,5.884620315,3023,2677,2198,479,215,0,18,103,0,10,3023,3013,561,1108,421,414,230,193,86,10
53033026300,"Census Tract 263, King County, Washington",14000US53033026300,4827827,388852,1587,1587,851.3791,1.864034505,737,637,538,99,61,0,0,30,0,9,737,728,48,278,138,160,77,17,10,9
53033026400,"Census Tract 264, King County, Washington",14000US53033026400,4780011,299442,5711,5711,3094.433,1.845572644,2850,2388,1895,493,264,0,0,73,42,83,2850,2767,297,870,567,559,207,169,98,83
53033026500,"Census Tract 265, King County, Washington",14000US53033026500,1993802,1625,4313,4313,5602.672,0.769811289,1770,1396,1191,205,336,0,0,28,0,10,1770,1760,136,553,303,406,204,129,29,10
53033026600,"Census Tract 266, King County, Washington",14000US53033026600,1160397,0,2840,2840,6338.835,0.448031806,1371,1171,932,239,93,0,15,29,20,43,1371,1328,132,371,226,241,180,142,36,43
53033026700,"Census Tract 267, King County, Washington",14000US53033026700,3084839,419292,5056,5056,4244.947,1.191063047,2274,1835,1589,246,350,0,0,0,0,89,2274,2185,74,289,421,551,444,204,202,89
53033026801,"Census Tract 268.01, King County, Washington",14000US53033026801,1538512,5897,5530,5530,9309.406,0.594022829,2835,2106,1847,259,468,0,70,123,0,68,2835,2767,257,672,670,519,338,77,234,68
53033026802,"Census Tract 268.02, King County, Washington",14000US53033026802,2035727,18135,4932,4932,6274.82,0.785998622,2171,1903,1483,420,185,0,8,27,13,35,2171,2136,127,540,446,554,250,144,75,35
53033027000,"Census Tract 270, King County, Washington",14000US53033027000,1978526,12524,3552,3552,4649.743,0.763913192,1734,1530,1233,297,119,3,0,25,7,50,1734,1684,169,543,346,379,137,87,23,50
53033027100,"Census Tract 271, King County, Washington",14000US53033027100,1567464,0,3324,3324,5492.388,0.60520126,1243,1053,992,61,159,20,0,0,0,11,1243,1232,154,377,176,246,141,105,33,11
53033027200,"Census Tract 272, King County, Washington",14000US53033027200,3321974,85339,2545,2545,1984.218,1.282621387,1121,913,783,130,71,6,19,30,32,50,1121,1071,147,321,197,193,138,56,19,50
53033027300,"Census Tract 273, King County, Washington",14000US53033027300,3552158,5405,6205,6205,4524.257,1.37149593,2642,1918,1611,307,488,0,0,131,20,85,2642,2557,206,827,445,467,345,158,109,85
53033027400,"Census Tract 274, King County, Washington",14000US53033027400,3325461,0,5079,5079,3955.707,1.283967725,2442,2084,1638,446,125,39,0,54,62,78,2442,2364,253,956,422,299,293,107,34,78
53033027500,"Census Tract 275, King County, Washington",14000US53033027500,2229521,0,4828,4828,5608.587,0.860822907,2199,1874,1489,385,146,0,33,62,0,84,2199,2115,146,694,602,284,199,157,33,84
53033027600,"Census Tract 276, King County, Washington",14000US53033027600,2846424,1307943,4955,4955,4508.601,1.099010497,2198,1722,1510,212,256,14,0,20,73,113,2198,2085,204,515,480,323,193,288,82,113
53033027701,"Census Tract 277.01, King County, Washington",14000US53033027701,44151776,9781558,5565,5565,326.4485,17.04709674,2989,1898,1670,228,641,18,91,88,49,204,2989,2785,482,809,81,64,248,701,400,204
53033027702,"Census Tract 277.02, King County, Washington",14000US53033027702,51481975,23439547,4624,4624,232.6271,19.87730291,2211,1448,1381,67,427,0,68,24,34,210,2211,2001,227,599,57,96,64,444,514,210
53033027800,"Census Tract 278, King County, Washington",14000US53033027800,2577267,1094948,3213,3213,3228.859,0.995088394,1461,1288,1183,105,65,0,7,25,14,62,1461,1399,174,350,218,297,271,67,22,62
53033027900,"Census Tract 279, King County, Washington",14000US53033027900,3358042,153582,7322,7322,5647.307,1.29654732,3976,3301,2889,412,320,16,21,186,0,132,3976,3844,359,1211,767,704,512,291,0,132
53033028000,"Census Tract 280, King County, Washington",14000US53033028000,2094341,0,4029,4029,4982.503,0.808629615,1800,1435,1172,263,188,0,0,119,19,39,1800,1761,146,576,503,224,191,80,41,39
53033028100,"Census Tract 281, King County, Washington",14000US53033028100,1627778,0,2439,2439,3880.739,0.628488626,1157,904,797,107,162,0,0,60,21,10,1157,1147,117,241,156,180,336,78,39,10
53033028200,"Census Tract 282, King County, Washington",14000US53033028200,2687326,1028,4989,4989,4808.293,1.037582414,2538,1905,1553,352,483,9,0,0,78,63,2538,2475,300,446,475,702,301,236,15,63
53033028300,"Census Tract 283, King County, Washington",14000US53033028300,8206439,153403,5018,5018,1583.703,3.168523947,2770,2363,1948,415,310,9,8,18,6,56,2770,2714,161,1013,385,456,469,149,81,56
53033028402,"Census Tract 284.02, King County, Washington",14000US53033028402,8324279,0,4793,4793,1491.278,3.214022227,2128,1620,1441,179,225,0,7,188,47,41,2128,2087,264,609,457,391,138,166,62,41
53033028403,"Census Tract 284.03, King County, Washington",14000US53033028403,2086535,32665,5232,5232,6494.412,0.805615702,2327,1588,1318,270,442,0,20,77,57,143,2327,2184,240,707,184,291,232,205,325,143
53033028500,"Census Tract 285, King County, Washington",14000US53033028500,3509824,0,3885,3885,2866.84,1.35515068,1922,1615,1445,170,168,0,73,0,13,53,1922,1869,186,633,384,292,179,106,89,53
53033028600,"Census Tract 286, King County, Washington",14000US53033028600,6463133,1891466,6597,6597,2643.633,2.495429709,3223,2886,2582,304,76,16,20,11,0,214,3223,3009,491,716,658,454,503,146,41,214
53033028700,"Census Tract 287, King County, Washington",14000US53033028700,2675325,0,5127,5127,4963.46,1.032948801,2443,2193,1929,264,110,0,0,11,4,125,2443,2318,249,797,487,404,193,159,29,125
53033028801,"Census Tract 288.01, King County, Washington",14000US53033028801,5203599,0,2981,2981,1483.734,2.009120892,1047,916,803,113,83,0,0,8,0,40,1047,1007,53,271,298,174,89,107,15,40
53033028802,"Census Tract 288.02, King County, Washington",14000US53033028802,2415612,415841,7075,7075,7585.724,0.932673047,3180,2559,2254,305,414,8,0,111,0,88,3180,3092,162,961,619,649,327,252,122,88
53033028901,"Census Tract 289.01, King County, Washington",14000US53033028901,2285605,425573,3475,3475,3937.779,0.882477062,1948,1583,1332,251,220,17,0,36,12,80,1948,1868,222,590,266,298,184,242,66,80
53033028902,"Census Tract 289.02, King County, Washington",14000US53033028902,2062176,0,6575,6575,8257.865,0.796210639,3080,2352,1881,471,370,0,0,86,0,272,3080,2808,210,801,604,401,356,378,58,272
53033029001,"Census Tract 290.01, King County, Washington",14000US53033029001,2635370,952681,4446,4446,4369.438,1.017522089,1976,1740,1537,203,129,23,0,41,17,26,1976,1950,172,592,326,394,259,147,60,26
53033029003,"Census Tract 290.03, King County, Washington",14000US53033029003,2574768,0,5950,5950,5985.172,0.994123525,2838,2443,1872,571,266,0,49,14,18,48,2838,2790,173,576,865,484,390,201,101,48
53033029004,"Census Tract 290.04, King County, Washington",14000US53033029004,1825372,0,3706,3706,5258.378,0.704780099,1472,960,785,175,235,29,21,98,110,19,1472,1453,80,277,354,228,294,138,82,19
53033029101,"Census Tract 291.01, King County, Washington",14000US53033029101,3352098,167811,2958,2958,2285.49,1.294252329,1569,1396,1203,193,115,0,7,0,28,23,1569,1546,102,601,203,325,213,76,26,23
53033029102,"Census Tract 291.02, King County, Washington",14000US53033029102,2582809,0,4017,4017,4028.165,0.997228172,1927,1744,1430,314,65,0,0,78,21,19,1927,1908,117,569,443,321,330,81,47,19
53033029203,"Census Tract 292.03, King County, Washington",14000US53033029203,2010123,0,3817,3817,4918.099,0.776112862,1066,863,773,90,85,0,0,75,0,43,1066,1023,83,279,162,250,96,146,7,43
53033029204,"Census Tract 292.04, King County, Washington",14000US53033029204,4234266,1687,7152,7152,4374.688,1.634859312,3536,3043,2702,341,272,9,0,54,22,136,3536,3400,301,999,524,567,596,275,138,136
53033029205,"Census Tract 292.05, King County, Washington",14000US53033029205,1868727,40406,5076,5076,7035.152,0.721519559,2630,2349,1853,496,204,0,39,0,0,38,2630,2592,123,739,350,473,319,566,22,38
53033029206,"Census Tract 292.06, King County, Washington",14000US53033029206,17212475,214543,4288,4288,645.222,6.645774421,1936,1504,1167,337,218,0,4,127,32,51,1936,1885,229,603,221,351,153,276,52,51
53033029303,"Census Tract 293.03, King County, Washington",14000US53033029303,3608397,1116,7493,7493,5378.228,1.39320993,4041,3613,3206,407,253,0,0,0,16,159,4041,3882,332,721,975,755,509,590,0,159
53033029304,"Census Tract 293.04, King County, Washington",14000US53033029304,4132285,30364,5284,5284,3311.847,1.595484226,2769,2529,2204,325,164,35,8,8,10,15,2769,2754,67,837,576,447,502,211,114,15
53033029305,"Census Tract 293.05, King County, Washington",14000US53033029305,2897239,2248,3891,3891,3478.361,1.118630279,1925,1674,1380,294,100,7,0,47,30,67,1925,1858,135,529,301,348,267,266,12,67
53033029306,"Census Tract 293.06, King County, Washington",14000US53033029306,2372855,182821,3368,3368,3676.196,0.916164476,1762,1565,1296,269,104,0,0,0,7,86,1762,1676,95,441,272,439,291,93,45,86
53033029307,"Census Tract 293.07, King County, Washington",14000US53033029307,3808766,61769,4264,4264,2899.55,1.470572837,2196,2020,1723,297,23,0,0,0,55,98,2196,2098,131,537,375,528,184,309,34,98
53033029403,"Census Tract 294.03, King County, Washington",14000US53033029403,2407382,385,5707,5707,6139.89,0.929495426,2790,2332,1926,406,252,13,0,13,19,161,2790,2629,119,619,684,437,388,323,59,161
53033029405,"Census Tract 294.05, King County, Washington",14000US53033029405,2491156,986,5781,5781,6010.351,0.96184075,2746,2422,2261,161,136,7,18,38,16,109,2746,2637,136,593,706,573,330,244,55,109
53033029406,"Census Tract 294.06, King County, Washington",14000US53033029406,2616772,92988,5171,5171,5118.072,1.010341361,2555,2226,2023,203,189,7,0,18,32,83,2555,2472,79,477,644,517,416,256,83,83
53033029407,"Census Tract 294.07, King County, Washington",14000US53033029407,1360513,0,4591,4591,8739.817,0.525297028,2047,1752,1423,329,198,0,0,36,0,61,2047,1986,139,458,348,342,436,199,64,61
53033029408,"Census Tract 294.08, King County, Washington",14000US53033029408,1238188,0,4246,4246,8881.599,0.47806708,2207,1982,1776,206,109,0,0,58,36,22,2207,2185,128,419,647,467,259,228,37,22
53033029502,"Census Tract 295.02, King County, Washington",14000US53033029502,4309765,36477,6895,6895,4143.606,1.66400964,3378,3200,2626,574,109,0,0,0,0,69,3378,3309,98,887,885,467,700,203,69,69
53033029503,"Census Tract 295.03, King County, Washington",14000US53033029503,2362193,545,8780,8780,9626.688,0.912047855,3714,3029,2696,333,455,0,0,39,36,155,3714,3559,199,946,940,612,422,244,196,155
53033029504,"Census Tract 295.04, King County, Washington",14000US53033029504,1883400,0,6600,6600,9076.097,0.727184836,2941,2620,2082,538,146,23,0,31,0,121,2941,2820,290,448,894,557,498,115,18,121
53033029601,"Census Tract 296.01, King County, Washington",14000US53033029601,3950607,70584,6555,6555,4297.408,1.525337955,2838,2463,2049,414,209,0,0,14,46,106,2838,2732,118,423,578,746,427,214,226,106
53033029602,"Census Tract 296.02, King County, Washington",14000US53033029602,6659409,50035,5624,5624,2187.295,2.571212299,2632,2351,2086,265,103,0,10,37,7,124,2632,2508,106,692,601,593,302,157,57,124
53033029700,"Census Tract 297, King County, Washington",14000US53033029700,11047288,222690,8290,8290,1943.554,4.265381925,2993,2504,2027,477,134,9,0,87,58,201,2993,2792,331,685,511,642,376,170,77,201
53033029801,"Census Tract 298.01, King County, Washington",14000US53033029801,7901412,164205,8793,8793,2882.24,3.050752359,4145,3647,3014,633,243,0,15,12,109,119,4145,4026,143,830,843,894,457,598,261,119
53033029802,"Census Tract 298.02, King County, Washington",14000US53033029802,6856382,174573,8120,8120,3067.318,2.647264003,4125,3471,3071,400,439,39,0,0,0,176,4125,3949,60,924,1125,671,572,394,203,176
53033029901,"Census Tract 299.01, King County, Washington",14000US53033029901,3958496,107134,4947,4947,3236.752,1.528383915,2223,1915,1692,223,203,22,0,13,0,70,2223,2153,94,553,484,446,332,200,44,70
53033029902,"Census Tract 299.02, King County, Washington",14000US53033029902,6290862,10821,4235,4235,1743.577,2.428915501,2039,1890,1733,157,72,0,5,0,0,72,2039,1967,187,417,547,320,258,177,61,72
53033030003,"Census Tract 300.03, King County, Washington",14000US53033030003,4737504,846303,6432,6432,3516.367,1.829160598,2938,2704,2410,294,88,13,0,50,0,83,2938,2855,146,575,652,628,663,159,32,83
53033030004,"Census Tract 300.04, King County, Washington",14000US53033030004,2038151,0,8106,8106,10300.73,0.786934534,4007,3462,2831,631,387,12,16,0,0,130,4007,3877,101,1064,1130,718,450,367,47,130
53033030005,"Census Tract 300.05, King County, Washington",14000US53033030005,2174223,0,5315,5315,6331.359,0.839472229,2460,2135,1905,230,134,8,0,48,9,126,2460,2334,72,378,596,564,359,240,125,126
53033030006,"Census Tract 300.06, King County, Washington",14000US53033030006,1984562,163997,3884,3884,5068.883,0.766243705,1678,1181,1075,106,233,0,0,96,0,168,1678,1510,146,366,284,335,91,263,25,168
53033030100,"Census Tract 301, King County, Washington",14000US53033030100,5851590,1972452,7790,7790,3447.953,2.259311626,3394,2796,2484,312,273,0,21,0,94,210,3394,3184,130,722,841,700,390,303,98,210
53033030201,"Census Tract 302.01, King County, Washington",14000US53033030201,2818919,52615,5212,5212,4788.721,1.088390757,2548,2166,1950,216,233,0,0,9,22,118,2548,2430,84,270,793,484,544,177,78,118
53033030202,"Census Tract 302.02, King County, Washington",14000US53033030202,3272013,0,6219,6219,4922.699,1.263331336,2729,2247,1836,411,304,0,0,58,0,120,2729,2609,170,402,768,410,491,266,102,120
53033030304,"Census Tract 303.04, King County, Washington",14000US53033030304,7344801,14259,3142,3142,1107.96,2.835843641,1539,1398,1225,173,100,0,0,9,0,32,1539,1507,151,346,305,339,208,113,45,32
53033030305,"Census Tract 303.05, King County, Washington",14000US53033030305,3783120,1035821,5376,5376,3680.501,1.46067086,2516,2037,1829,208,260,0,15,54,32,118,2516,2398,167,337,381,599,545,255,114,118
53033030306,"Census Tract 303.06, King County, Washington",14000US53033030306,3764962,542278,5812,5812,3998.184,1.453660017,2950,2562,2335,227,162,53,8,17,10,138,2950,2812,112,485,520,777,471,330,117,138
53033030308,"Census Tract 303.08, King County, Washington",14000US53033030308,2154064,0,6755,6755,8122.028,0.831688795,3785,3252,2743,509,356,18,13,1,26,119,3785,3666,259,980,702,941,408,304,72,119
53033030309,"Census Tract 303.09, King County, Washington",14000US53033030309,2194426,27034,6151,6151,7259.765,0.847272651,3387,3116,2944,172,131,0,0,86,17,37,3387,3350,390,686,605,783,512,163,211,37
53033030310,"Census Tract 303.10, King County, Washington",14000US53033030310,3205491,0,5519,5519,4459.268,1.237647047,2656,2373,2100,273,73,0,7,5,42,156,2656,2500,135,485,661,520,419,197,83,156
53033030311,"Census Tract 303.11, King County, Washington",14000US53033030311,1900453,3993,5659,5659,7712.236,0.733769037,2458,2159,1804,355,136,0,0,26,13,124,2458,2334,120,309,397,513,500,410,85,124
53033030312,"Census Tract 303.12, King County, Washington",14000US53033030312,1855241,0,4946,4946,6904.807,0.716312585,2478,2013,1622,391,262,11,0,9,17,166,2478,2312,123,377,481,397,513,300,121,166
53033030313,"Census Tract 303.13, King County, Washington",14000US53033030313,4002289,0,3864,3864,2500.498,1.545292488,1679,1415,1079,336,146,11,0,25,0,82,1679,1597,207,378,328,365,170,132,17,82
53033030314,"Census Tract 303.14, King County, Washington",14000US53033030314,2503919,0,4426,4426,4578.138,0.966768572,1799,1220,1117,103,143,0,0,325,0,111,1799,1688,299,460,393,179,192,101,64,111
53033030401,"Census Tract 304.01, King County, Washington",14000US53033030401,12138960,348070,9015,9015,1923.455,4.686878858,4165,3742,3519,223,176,0,0,0,24,223,4165,3942,156,1112,1383,552,478,192,69,223
53033030403,"Census Tract 304.03, King County, Washington",14000US53033030403,3853306,6562,4469,4469,3003.825,1.487769828,2195,1895,1578,317,145,0,0,0,0,155,2195,2040,60,531,531,417,208,218,75,155
53033030404,"Census Tract 304.04, King County, Washington",14000US53033030404,5989875,215746,4867,4867,2104.463,2.312703765,2269,2095,1732,363,55,44,0,0,23,52,2269,2217,139,554,457,448,375,195,49,52
53033030501,"Census Tract 305.01, King County, Washington",14000US53033030501,11215570,175434,1734,1734,400.429,4.330355971,627,488,410,78,69,0,10,21,5,34,627,593,62,202,127,73,81,41,7,34
53033030503,"Census Tract 305.03, King County, Washington",14000US53033030503,3258095,67676,5661,5661,4500.152,1.257957566,2284,1944,1547,397,226,0,26,57,18,13,2284,2271,298,296,544,442,287,360,44,13
53033030504,"Census Tract 305.04, King County, Washington",14000US53033030504,1524229,42763,4302,4302,7310.009,0.588508132,1872,1670,1470,200,121,5,0,40,4,32,1872,1840,264,404,512,335,144,153,28,32
53033030600,"Census Tract 306, King County, Washington",14000US53033030600,3359294,69662,5544,5544,4274.378,1.29703072,2547,2066,1755,311,176,16,22,143,62,62,2547,2485,398,729,510,335,274,117,122,62
53033030700,"Census Tract 307, King County, Washington",14000US53033030700,1563564,0,3868,3868,6407.204,0.603695461,1532,1447,1294,153,31,0,7,19,0,28,1532,1504,190,511,215,294,232,47,15,28
53033030801,"Census Tract 308.01, King County, Washington",14000US53033030801,6975768,33797,7373,7373,2737.474,2.693359197,2762,2373,1935,438,246,0,16,26,33,68,2762,2694,186,412,753,556,424,243,120,68
53033030802,"Census Tract 308.02, King County, Washington",14000US53033030802,1372874,0,3835,3835,7234.898,0.530069637,1675,1435,1158,277,126,12,0,8,9,85,1675,1590,99,420,341,165,302,116,147,85
53033030901,"Census Tract 309.01, King County, Washington",14000US53033030901,3121503,0,3647,3647,3026.006,1.205219098,1705,1526,1344,182,94,10,11,34,0,30,1705,1675,203,375,353,335,243,127,39,30
53033030902,"Census Tract 309.02, King County, Washington",14000US53033030902,3926189,28185,6002,6002,3959.338,1.515910112,2581,2212,1823,389,183,10,41,70,0,65,2581,2516,308,535,494,515,452,103,109,65
53033031000,"Census Tract 310, King County, Washington",14000US53033031000,12595437,162785,3805,3805,782.4186,4.863125621,1902,1650,1517,133,131,7,6,0,0,108,1902,1794,165,395,389,356,272,147,70,108
53033031100,"Census Tract 311, King County, Washington",14000US53033031100,7323964,116159,6861,6861,2426.269,2.82779843,3116,2483,2212,271,250,3,0,142,0,238,3116,2878,309,843,490,480,363,226,167,238
53033031202,"Census Tract 312.02, King County, Washington",14000US53033031202,66664775,755179,6151,6151,238.972,25.73941501,2480,2145,1915,230,24,0,0,66,39,206,2480,2274,287,352,323,430,556,282,44,206
53033031204,"Census Tract 312.04, King County, Washington",14000US53033031204,36871877,608947,5780,5780,406.004,14.23631152,2820,2392,2225,167,122,0,0,32,14,260,2820,2560,162,459,594,533,422,302,88,260
53033031205,"Census Tract 312.05, King County, Washington",14000US53033031205,5853259,41398,6738,6738,2981.474,2.259956031,2996,2592,2288,304,329,14,0,0,43,18,2996,2978,235,546,541,412,648,421,175,18
53033031206,"Census Tract 312.06, King County, Washington",14000US53033031206,3668962,60430,5143,5143,3630.539,1.416594208,2295,2044,1780,264,95,0,0,49,45,62,2295,2233,208,683,300,322,415,278,27,62
53033031301,"Census Tract 313.01, King County, Washington",14000US53033031301,33118748,224283,2781,2781,217.4828,12.78722064,1100,924,801,123,6,0,0,31,0,139,1100,961,138,153,145,111,262,124,28,139
53033031302,"Census Tract 313.02, King County, Washington",14000US53033031302,10879017,100642,4017,4017,956.3347,4.200412125,2032,1848,1684,164,33,0,0,23,42,86,2032,1946,482,268,251,162,455,270,58,86
53033031400,"Census Tract 314, King County, Washington",14000US53033031400,6377757,1179,6053,6053,2458.105,2.462465849,3047,2680,2467,213,45,41,19,138,0,124,3047,2923,645,248,321,656,694,276,83,124
53033031501,"Census Tract 315.01, King County, Washington",14000US53033031501,161442521,1999864,4285,4285,68.74334,62.3333112,2159,1999,1779,220,0,0,0,20,44,96,2159,2063,70,342,284,296,713,255,103,96
53033031502,"Census Tract 315.02, King County, Washington",14000US53033031502,1026438098,8763580,4287,4287,10.81729,396.3099752,1891,1750,1513,237,17,0,23,6,14,81,1891,1810,271,233,146,252,606,238,64,81
53033031601,"Census Tract 316.01, King County, Washington",14000US53033031601,14669801,418507,5384,5384,950.5579,5.664042073,2952,2596,2386,210,98,0,0,43,37,178,2952,2774,68,430,539,743,611,335,48,178
53033031603,"Census Tract 316.03, King County, Washington",14000US53033031603,56004069,1525160,5997,5997,277.3398,21.62329246,2809,2519,2271,248,35,0,0,17,18,220,2809,2589,193,330,401,432,851,304,78,220
53033031604,"Census Tract 316.04, King County, Washington",14000US53033031604,4154795,3229,5468,5468,3408.605,1.604175386,2765,2385,2185,200,123,18,0,62,49,128,2765,2637,165,241,383,492,804,364,188,128
53033031605,"Census Tract 316.05, King County, Washington",14000US53033031605,15390877,1564307,3703,3703,623.1436,5.942451085,1777,1635,1517,118,44,0,0,10,19,69,1777,1708,146,219,246,395,388,201,113,69
53033031703,"Census Tract 317.03, King County, Washington",14000US53033031703,7139218,643846,6719,6719,2437.54,2.756467598,3582,3315,2963,352,130,12,0,0,0,125,3582,3457,144,880,978,663,505,227,60,125
53033031704,"Census Tract 317.04, King County, Washington",14000US53033031704,5745119,12142,5383,5383,2426.739,2.218202941,2769,2451,2114,337,210,0,0,29,0,79,2769,2690,101,343,544,683,638,277,104,79
53033031705,"Census Tract 317.05, King County, Washington",14000US53033031705,5049452,4701,4202,4202,2155.309,1.9496044,2344,2152,1804,348,81,0,0,0,0,111,2344,2233,44,394,520,580,439,203,53,111
53033031706,"Census Tract 317.06, King County, Washington",14000US53033031706,4169865,7815,6699,6699,4160.885,1.609993946,3000,2676,2328,348,141,0,0,23,9,151,3000,2849,126,408,733,812,520,159,91,151
53033031800,"Census Tract 318, King County, Washington",14000US53033031800,24842882,3331034,4640,4640,483.7419,9.591890773,2521,2317,1996,321,51,11,0,11,0,131,2521,2390,103,560,598,602,415,100,12,131
53033031903,"Census Tract 319.03, King County, Washington",14000US53033031903,11736814,0,6642,6642,1465.704,4.531609413,3137,2786,2453,333,145,19,0,38,0,149,3137,2988,60,559,692,692,711,204,70,149
53033031904,"Census Tract 319.04, King County, Washington",14000US53033031904,18942604,168049,3486,3486,476.6345,7.313780604,1758,1406,1186,220,116,0,0,24,8,204,1758,1554,81,286,384,313,359,131,0,204
53033031906,"Census Tract 319.06, King County, Washington",14000US53033031906,10822092,521709,3813,3813,912.543,4.178433259,1838,1586,1349,237,58,0,0,0,0,194,1838,1644,110,189,357,477,324,157,30,194
53033031907,"Census Tract 319.07, King County, Washington",14000US53033031907,5537497,0,7735,7735,3617.8,2.138039636,4270,3826,3638,188,160,30,0,9,0,245,4270,4025,38,818,772,988,934,437,38,245
53033031908,"Census Tract 319.08, King County, Washington",14000US53033031908,1827096,0,4595,4595,6513.612,0.70544574,2465,2207,1655,552,127,0,0,38,0,93,2465,2372,98,341,538,566,638,128,63,93
53033031909,"Census Tract 319.09, King County, Washington",14000US53033031909,1916060,0,3227,3227,4362.02,0.739794933,1694,1470,1309,161,128,0,0,0,10,86,1694,1608,37,325,395,330,322,161,38,86
53033032002,"Census Tract 320.02, King County, Washington",14000US53033032002,27571053,210070,3373,3373,316.8551,10.64524314,1457,1349,1201,148,16,0,31,0,11,50,1457,1407,0,63,506,333,355,108,42,50
53033032003,"Census Tract 320.03, King County, Washington",14000US53033032003,122163698,304929,5148,5148,109.1426,47.16766873,2360,2101,1933,168,45,0,0,52,24,138,2360,2222,179,219,427,697,368,282,50,138
